caption,engagement,topic,n_hashtags,n_emoji,char_len
a tiny reminder comfort and warmth and home be gentle today,62.123,wholesome,0,0,59
soft moment of kindness shared between strangers hold your people close #explore #trending #fyp #trending 💯😭,67.0567,wholesome,4,2,108
unpopular opinion but people who chew loudly in meetings anyway whatever worst #trending #foryou #explore #foryou #daily ❤️❤️🙌😂,15.5703,rant,5,4,127
from broken to the before and after nobody believed keep going hate #reels #trending ✨👀,81.783,transformation,2,2,87
nobody asked but slow walkers blocking the whole aisle end of rant amazing #fyp #reels #explore #daily #daily ✨,22.4249,rant,5,1,111
soft moment of kindness shared between strangers be gentle today amazing #foryou #trending #reels #trending #fyp,56.1304,wholesome,5,0,112
step by step wiring the shelf bracket safely try it tonight #fyp,63.6374,howto,1,0,64
a quick guide to fixing a leaking faucet yourself works every time happy #trending #trending #shorts #trending,58.2331,howto,4,0,110
just some pure friends showing up when it mattered this is everything awful #reels #viral 💯,68.9627,wholesome,2,1,91
found so much a dog reunited with its family hold your people close #daily #trending #explore 😭,45.6374,wholesome,3,1,95
dont miss the buy two and get one free shop now hate #shorts #fyp #trending 🔥💯🔥❤️,21.4849,promo,3,4,81
unpopular opinion but slow walkers blocking the whole aisle anyway whatever awful #trending #shorts #reels #viral ✨🙌,28.5931,rant,4,2,116
link in bio for twenty percent off everything storewide act quickly #shorts 🔥💯😭✨,46.3015,promo,1,4,80
step by step fixing a leaking faucet yourself try it tonight #trending #trending #daily 😂,45.953,howto,3,1,89
a tiny reminder kindness shared between strangers stay soft boring #daily #shorts #daily #trending #shorts,64.7334,wholesome,5,0,106
the glow up is reinventing everything from scratch keep going hate 😭,72.7946,transformation,0,1,68
just some pure kindness shared between strangers be gentle today #foryou #foryou #shorts #viral ❤️✨🙌❤️,65.2445,wholesome,4,4,102
a tiny reminder kindness shared between strangers be gentle today awful #viral #explore #reels #explore #foryou ❤️👀❤️💯,52.1551,wholesome,5,4,118
dont miss the twenty percent off everything storewide selling fast happy 😂😭🔥💯,35.3304,promo,0,4,77
link in bio for the new collection just launched dont wait #daily #daily #trending #shorts,44.7389,promo,4,0,90
the glow up is finally healed and thriving you can too awful #trending #explore,79.5949,transformation,2,0,79
found so much friends showing up when it mattered this is everything #reels #fyp,78.4321,wholesome,2,0,80
use my code buy two and get one free selling fast #foryou #fyp #trending ❤️🙌✨💯,39.6573,promo,3,4,78
soft moment of kindness shared between strangers this is everything love 😭🔥❤️,71.0127,wholesome,0,3,77
unpopular opinion but slow walkers blocking the whole aisle end of rant #fyp #trending #explore #trending ❤️,19.9626,rant,4,1,108
watch this become the before and after nobody believed and it changed me,65.2326,transformation,0,0,72
just some pure a dog reunited with its family be gentle today amazing #explore #viral #explore #viral #viral 👀👀😂❤️,65.5464,wholesome,5,4,114
watch this become small habits compounding daily and it changed me #shorts #daily #viral #foryou ❤️😂💯,76.3234,transformation,4,3,101
day 90 of finally healed and thriving you can too amazing #viral 💯,67.5155,transformation,1,1,66
dont miss the twenty percent off everything storewide shop now best #fyp #foryou #fyp #reels #explore,43.4785,promo,5,0,101
unpopular opinion but endless emails that should be calls im done #viral #explore #foryou,22.9759,rant,3,0,89
a quick guide to fixing a leaking faucet yourself works every time #fyp 😂,61.4552,howto,1,1,73
can we stop slow walkers blocking the whole aisle im done awful #daily ✨😂🔥💯,37.1058,rant,1,4,75
the glow up is rebuilt myself stronger and it changed me #explore #daily #reels #trending #trending 🔥😭,53.3077,transformation,5,2,102
soft moment of gentle love on an ordinary day be gentle today beautiful #foryou ❤️🔥,65.0828,wholesome,1,2,83
here is exactly how folding a fitted sheet properly works every time hate #reels #foryou #fyp 🔥😭🔥,46.3996,howto,3,3,97
from broken to proof that change is possible you can too #viral #trending,80.8247,transformation,2,0,73
just some pure comfort and warmth and home hold your people close boring #foryou #trending 💯👀,81.5322,wholesome,2,2,93
day 90 of small habits compounding daily you can too best #foryou,70.5446,transformation,1,0,65
im so tired of traffic on a road with no reason im done #foryou #daily #daily #foryou #trending 🔥,47.5037,rant,5,1,97
link in bio for exclusive bundle while supplies last selling fast #shorts #reels #daily #foryou #explore 🙌🔥,37.2759,promo,5,2,107
use my code exclusive bundle while supplies last act quickly #foryou #reels #fyp #daily #shorts 🔥❤️,25.9791,promo,5,2,99
nobody asked but the constant noise from the neighbors anyway whatever #shorts 👀😂,15.8925,rant,1,2,81
can we stop traffic on a road with no reason thats all best #reels ❤️🔥👀,37.0712,rant,1,3,71
can we stop the constant noise from the neighbors thats all #foryou 💯💯💯💯,29.8379,rant,1,4,72
from broken to small habits compounding daily no going back #trending,63.3267,transformation,1,0,69
the glow up is small habits compounding daily you can too 🙌😂😂❤️,72.0208,transformation,0,4,63
here is exactly how setting up the spreadsheet correctly try it tonight 🙌😂💯👀,59.7354,howto,0,4,76
here is exactly how organizing a tiny kitchen efficiently thank me later #shorts #fyp #fyp #daily ❤️😭✨✨,51.4517,howto,4,4,103
the glow up is small habits compounding daily you can too 🔥💯😭,96.3949,transformation,0,3,61
just some pure gentle love on an ordinary day be gentle today love #daily #shorts #reels #trending 🔥,82.1216,wholesome,4,1,100
unpopular opinion but traffic on a road with no reason end of rant #foryou #reels #foryou #foryou 👀,45.2731,rant,4,1,99
dont miss the biggest sale of the entire season dont wait annoying 👀😭👀,36.1656,promo,0,3,70
limited drop exclusive bundle while supplies last shop now annoying #viral 😂🔥👀✨,42.7268,promo,1,4,79
the glow up is small habits compounding daily and it changed me happy #shorts #trending #trending #fyp #viral ❤️😂👀👀,73.2117,transformation,5,4,115
from broken to reinventing everything from scratch you can too #fyp #fyp #trending #foryou #daily 🔥👀🙌✨,73.5912,transformation,5,4,102
limited drop twenty percent off everything storewide dont wait happy #shorts #trending #viral #daily #viral,57.7709,promo,5,0,107
just some pure grandma laughing at the table hold your people close happy #reels,76.9824,wholesome,1,0,80
link in bio for the new collection just launched shop now #foryou #foryou #trending #reels #explore 👀,33.6556,promo,5,1,101
day 90 of finally healed and thriving you can too boring #foryou #viral #shorts #foryou #trending 🔥🔥😭🔥,78.558,transformation,5,4,102
nobody asked but the constant noise from the neighbors anyway whatever #foryou #foryou 😭✨✨🔥,25.9811,rant,2,4,91
unpopular opinion but the constant noise from the neighbors end of rant #explore #reels 👀💯,35.1747,rant,2,2,90
day 90 of reinventing everything from scratch you can too beautiful #foryou 👀,94.6625,transformation,1,1,77
im so tired of traffic on a road with no reason anyway whatever worst 🔥😂,13.1104,rant,0,2,72
watch this become reinventing everything from scratch you can too,69.1624,transformation,0,0,65
just some pure comfort and warmth and home be gentle today amazing #daily ✨😭✨😭,69.2555,wholesome,1,4,78
can we stop endless emails that should be calls anyway whatever #foryou 😭😂,38.2294,rant,1,2,74
a quick guide to organizing a tiny kitchen efficiently save this for later #viral #foryou,41.8557,howto,2,0,89
the simple method for fixing a leaking faucet yourself works every time #reels #trending 🙌✨💯,42.4095,howto,2,3,92
the glow up is reinventing everything from scratch no going back #daily #trending 💯🔥,83.9547,transformation,2,2,84
dont miss the the new collection just launched dont wait awful 🙌✨👀,36.9515,promo,0,3,66
nobody asked but endless emails that should be calls anyway whatever boring #reels #reels #viral #explore 👀😂🙌😂,38.0192,rant,4,4,110
watch this become proof that change is possible you can too 😂😂🔥,75.2582,transformation,0,3,63
a tiny reminder comfort and warmth and home hold your people close beautiful #explore #daily 😭,70.3985,wholesome,2,1,94
the glow up is proof that change is possible keep going #foryou,75.0917,transformation,1,0,63
soft moment of grandma laughing at the table stay soft boring #explore #daily #foryou #reels 😭👀✨,61.4883,wholesome,4,3,96
dont miss the the new collection just launched dont wait #shorts 😭🔥❤️,46.8572,promo,1,3,69
a quick guide to folding a fitted sheet properly thank me later hate #fyp #viral #fyp 💯,35.2667,howto,3,1,87
from broken to the before and after nobody believed keep going annoying #daily #shorts #explore #trending,57.6716,transformation,4,0,105
day 90 of finally healed and thriving and it changed me #shorts #shorts #reels #trending 👀,80.9929,transformation,4,1,90
can we stop traffic on a road with no reason anyway whatever best 🔥🙌❤️,25.521,rant,0,3,70
limited drop the new collection just launched dont wait 🙌❤️,20.8811,promo,0,2,59
here is exactly how wiring the shelf bracket safely thank me later #viral 😭,64.9693,howto,1,1,75
dont miss the twenty percent off everything storewide selling fast awful #trending #trending #fyp,29.1271,promo,3,0,97
use my code buy two and get one free selling fast love ❤️,53.0503,promo,0,1,57
a tiny reminder kindness shared between strangers stay soft beautiful #explore #trending #shorts #reels #daily ❤️✨😂,68.0458,wholesome,5,3,115
limited drop buy two and get one free dont wait worst #viral ❤️😭🔥,39.3766,promo,1,3,65
link in bio for biggest sale of the entire season act quickly #fyp 💯👀,24.3746,promo,1,2,69
can we stop endless emails that should be calls end of rant awful #daily #viral #foryou #reels ✨,27.4822,rant,4,1,96
unpopular opinion but the constant noise from the neighbors anyway whatever beautiful #viral #shorts #fyp #daily #shorts 🔥,35.0562,rant,5,1,122
can we stop people who chew loudly in meetings im done #daily #foryou 💯✨,43.2784,rant,2,2,72
from broken to proof that change is possible you can too #daily #daily #daily ✨💯😭🙌,77.4557,transformation,3,4,82
unpopular opinion but another pointless software update again end of rant ✨💯🙌,26.6029,rant,0,3,77
unpopular opinion but another pointless software update again thats all #daily,28.2364,rant,1,0,78
here is exactly how fixing a leaking faucet yourself save this for later #daily #shorts 💯😂✨❤️,46.2022,howto,2,4,93
dont miss the biggest sale of the entire season shop now awful 🔥,42.5316,promo,0,1,64
dont miss the the new collection just launched act quickly beautiful #foryou #foryou 💯,6.281,promo,2,1,86
a tiny reminder a dog reunited with its family this is everything #reels #daily #fyp #fyp,63.4899,wholesome,4,0,89
nobody asked but another pointless software update again thats all hate #explore #foryou #trending #fyp 💯😭,17.3712,rant,4,2,106
dont miss the exclusive bundle while supplies last dont wait #explore #viral #reels #explore,46.2681,promo,4,0,92
day 90 of rebuilt myself stronger keep going worst #reels 😭💯🔥💯,66.5309,transformation,1,4,62
found so much friends showing up when it mattered hold your people close #foryou #reels #reels #trending #foryou 🔥,36.5512,wholesome,5,1,114
here is exactly how setting up the spreadsheet correctly save this for later #explore #foryou 🙌😭👀😂,53.3742,howto,2,4,98
from broken to small habits compounding daily and it changed me worst #viral #daily #trending #shorts,72.6454,transformation,4,0,101
use my code buy two and get one free dont wait #daily #daily ❤️💯,41.8214,promo,2,2,64
limited drop buy two and get one free selling fast 💯🙌😂,27.7821,promo,0,3,54
can we stop people who chew loudly in meetings thats all #shorts #explore,28.6789,rant,2,0,73
the glow up is rebuilt myself stronger keep going #fyp #explore #shorts 🙌❤️🔥😭,62.6224,transformation,3,4,77
step by step folding a fitted sheet properly works every time #foryou #reels ✨,30.7591,howto,2,1,78
soft moment of a dog reunited with its family be gentle today #viral 😭❤️💯❤️,61.7529,wholesome,1,4,75
a quick guide to wiring the shelf bracket safely works every time #fyp #reels #daily #viral #shorts,66.8029,howto,5,0,99
can we stop people who chew loudly in meetings anyway whatever #trending #daily #fyp #reels #daily 🙌🙌😭,25.7813,rant,5,3,102
nobody asked but endless emails that should be calls thats all #explore #trending 💯,33.5682,rant,2,1,83
limited drop twenty percent off everything storewide dont wait boring 😂,39.7602,promo,0,1,71
nobody asked but another pointless software update again im done amazing #daily #reels #reels #trending 👀,24.9667,rant,4,1,105
im so tired of traffic on a road with no reason thats all love,38.5188,rant,0,0,62
nobody asked but another pointless software update again anyway whatever hate #trending #foryou #shorts #fyp #fyp 🙌💯,27.1558,rant,5,2,116
here is exactly how cleaning grout without scrubbing forever thank me later happy #viral #trending #viral #fyp #shorts 😂😭😂✨,40.2004,howto,5,4,123
watch this become finally healed and thriving and it changed me #viral,70.8693,transformation,1,0,70
step by step wiring the shelf bracket safely try it tonight happy #daily #viral #shorts 👀❤️💯,52.683,howto,3,3,92
link in bio for subscribe for the discount today shop now boring #explore 🙌❤️👀,45.6128,promo,1,3,78
unpopular opinion but endless emails that should be calls thats all amazing #explore #foryou 💯🔥,27.6861,rant,2,2,95
the glow up is the before and after nobody believed you can too love ❤️🔥🙌,85.0273,transformation,0,3,73
can we stop slow walkers blocking the whole aisle im done best 👀😭🔥😭,46.5904,rant,0,4,67
a quick guide to organizing a tiny kitchen efficiently try it tonight boring #fyp #fyp #fyp #trending,31.5707,howto,4,0,101
can we stop endless emails that should be calls end of rant happy #trending #viral #explore 🔥👀,32.7232,rant,3,2,94
day 90 of finally healed and thriving and it changed me #shorts #shorts,90.885,transformation,2,0,71
limited drop biggest sale of the entire season act quickly #viral #trending #viral #reels ❤️😭,38.4625,promo,4,2,93
a tiny reminder grandma laughing at the table be gentle today #explore #explore #viral #trending,63.236,wholesome,4,0,96
found so much kindness shared between strangers be gentle today #shorts 😭💯👀,74.0469,wholesome,1,3,75
use my code exclusive bundle while supplies last dont wait 🔥🙌💯,38.5148,promo,0,3,62
step by step organizing a tiny kitchen efficiently thank me later awful #fyp #explore #daily 💯🔥,53.7915,howto,3,2,95
nobody asked but people who chew loudly in meetings anyway whatever happy 🔥,32.739,rant,0,1,75
from broken to small habits compounding daily no going back #explore #viral #shorts #viral 💯😭,63.8367,transformation,4,2,93
soft moment of gentle love on an ordinary day stay soft #fyp ✨,90.2213,wholesome,1,1,62
day 90 of reinventing everything from scratch no going back hate 😂🔥,74.7637,transformation,0,2,67
watch this become finally healed and thriving keep going boring #reels #trending #daily 💯😭🙌😂,75.6463,transformation,3,4,92
dont miss the twenty percent off everything storewide act quickly #daily #foryou 👀💯🙌,46.1137,promo,2,3,84
a quick guide to folding a fitted sheet properly works every time #trending #viral 😭🙌🔥👀,52.0449,howto,2,4,87
unpopular opinion but people who chew loudly in meetings im done #shorts #viral #trending #daily 🙌🔥🔥,8.3834,rant,4,3,100
soft moment of friends showing up when it mattered stay soft #reels #reels 🔥,80.675,wholesome,2,1,76
a quick guide to fixing a leaking faucet yourself thank me later amazing #reels #viral #foryou 🙌🔥🙌❤️,68.3284,howto,3,4,100
found so much kindness shared between strangers hold your people close #shorts #foryou #fyp #foryou ❤️✨❤️,56.5885,wholesome,4,3,105
step by step folding a fitted sheet properly try it tonight #trending #viral #daily #explore #reels 😭😭😂,54.6125,howto,5,3,103
im so tired of endless emails that should be calls anyway whatever #shorts #daily #foryou #trending 😂💯,21.07,rant,4,2,102
found so much comfort and warmth and home stay soft happy #viral #daily #daily,74.0262,wholesome,3,0,78
limited drop subscribe for the discount today dont wait #daily #fyp #shorts 😂😂🙌,46.3539,promo,3,3,79
a quick guide to setting up the spreadsheet correctly thank me later #shorts #viral #fyp #fyp 🔥🙌,61.493,howto,4,2,96
the glow up is the before and after nobody believed no going back #viral #shorts #shorts #explore #explore 🙌,56.0927,transformation,5,1,108
unpopular opinion but endless emails that should be calls thats all love #reels 😂,28.9155,rant,1,1,81
here is exactly how wiring the shelf bracket safely try it tonight #trending #shorts 💯😭👀,52.3437,howto,2,3,88
link in bio for subscribe for the discount today act quickly happy #shorts #viral #trending #explore 👀,45.6869,promo,4,1,102
the glow up is the before and after nobody believed no going back love #foryou #explore ✨🔥🔥🙌,69.3316,transformation,2,4,92
a tiny reminder comfort and warmth and home be gentle today annoying #shorts #daily #viral 😂✨😭✨,88.1171,wholesome,3,4,95
step by step setting up the spreadsheet correctly works every time 🙌👀👀,60.7551,howto,0,3,70
from broken to finally healed and thriving keep going hate #viral #daily #shorts #daily #fyp,75.257,transformation,5,0,92
watch this become rebuilt myself stronger no going back #daily #shorts ❤️👀👀❤️,92.0009,transformation,2,4,77
found so much a dog reunited with its family hold your people close beautiful #daily #explore #trending 😭👀✨,82.7861,wholesome,3,3,107
a quick guide to cleaning grout without scrubbing forever works every time hate 🔥🙌😂✨,45.4251,howto,0,4,84
limited drop exclusive bundle while supplies last shop now 🔥,28.0917,promo,0,1,60
the simple method for organizing a tiny kitchen efficiently save this for later #viral #explore #fyp #explore #reels 😂,48.5807,howto,5,1,118
dont miss the biggest sale of the entire season dont wait #trending 💯❤️,20.1642,promo,1,2,71
from broken to rebuilt myself stronger keep going #trending #reels #shorts #reels #daily ✨,78.734,transformation,5,1,90
watch this become rebuilt myself stronger keep going worst #trending #fyp #reels #trending #shorts 💯👀😂,77.6485,transformation,5,3,102
watch this become finally healed and thriving and it changed me #foryou,85.5874,transformation,1,0,71
step by step wiring the shelf bracket safely try it tonight hate #reels 😂🔥,32.7629,howto,1,2,74
just some pure a dog reunited with its family hold your people close 🔥😭,88.683,wholesome,0,2,71
step by step setting up the spreadsheet correctly thank me later hate #explore 🙌🔥😭,59.4558,howto,1,3,82
dont miss the buy two and get one free dont wait #daily #trending #daily #fyp 😂,40.1203,promo,4,1,79
use my code biggest sale of the entire season shop now love #viral #reels #explore #fyp #foryou 🔥🔥😂,49.9934,promo,5,3,99
a tiny reminder gentle love on an ordinary day hold your people close hate ✨😭🔥,79.7868,wholesome,0,3,78
from broken to reinventing everything from scratch you can too #reels #viral #reels #fyp #foryou ✨🔥,66.0711,transformation,5,2,99
can we stop the constant noise from the neighbors thats all #shorts #explore #viral,33.0751,rant,3,0,83
link in bio for exclusive bundle while supplies last selling fast worst #explore ✨😭🙌,24.1076,promo,1,3,84
link in bio for twenty percent off everything storewide act quickly beautiful #daily #reels #explore,28.3076,promo,3,0,100
a tiny reminder a dog reunited with its family hold your people close #viral #shorts #shorts #reels #foryou 😂❤️😭,52.9358,wholesome,5,3,112
just some pure a dog reunited with its family be gentle today best #fyp ✨😂😂💯,53.8147,wholesome,1,4,76
the simple method for folding a fitted sheet properly thank me later #explore #reels 😂,60.421,howto,2,1,86
can we stop another pointless software update again anyway whatever amazing #trending #shorts #shorts 🔥🔥😭🙌,28.5548,rant,3,4,106
a tiny reminder friends showing up when it mattered stay soft best #shorts #explore #daily #explore 🔥🙌✨,61.8601,wholesome,4,3,103
use my code the new collection just launched dont wait #daily #fyp #fyp #reels,29.108,promo,4,0,78
limited drop the new collection just launched act quickly worst #fyp 🙌😭,23.4422,promo,1,2,71
from broken to the before and after nobody believed and it changed me love #reels #daily #daily ❤️,60.9072,transformation,3,1,98
just some pure grandma laughing at the table stay soft #foryou,49.9236,wholesome,1,0,62
can we stop slow walkers blocking the whole aisle im done love,47.3572,rant,0,0,62
limited drop buy two and get one free dont wait beautiful #shorts 😭🔥,73.068,promo,1,2,68
a tiny reminder grandma laughing at the table be gentle today amazing #explore 😭❤️😂💯,74.6248,wholesome,1,4,84
nobody asked but endless emails that should be calls anyway whatever love #reels #trending 😭😭,24.0452,rant,2,2,93
unpopular opinion but slow walkers blocking the whole aisle end of rant #fyp,21.6339,rant,1,0,76
the glow up is reinventing everything from scratch keep going happy #foryou #trending #fyp #explore ❤️😭😂,81.4973,transformation,4,3,104
use my code buy two and get one free selling fast hate #explore #daily #viral #reels #trending 😂😭❤️🙌,18.9992,promo,5,4,100
from broken to proof that change is possible keep going #reels #fyp 🙌✨💯,61.9556,transformation,2,3,71
from broken to small habits compounding daily keep going boring #fyp #viral #daily #fyp 😭👀💯❤️,59.8343,transformation,4,4,93
a quick guide to organizing a tiny kitchen efficiently save this for later happy #foryou 😭👀🙌,45.628,howto,1,3,92
use my code the new collection just launched dont wait #shorts #daily #viral 👀❤️👀,29.7975,promo,3,3,81
unpopular opinion but slow walkers blocking the whole aisle end of rant #daily #reels #trending,28.7964,rant,3,0,95
watch this become reinventing everything from scratch no going back worst 🔥❤️✨,71.5177,transformation,0,3,78
im so tired of slow walkers blocking the whole aisle end of rant #daily #fyp #explore #fyp #reels 🙌,25.2843,rant,5,1,99
im so tired of people who chew loudly in meetings thats all amazing #foryou #fyp #shorts #trending #reels,15.4583,rant,5,0,105
dont miss the exclusive bundle while supplies last shop now 😭,43.7202,promo,0,1,61
limited drop biggest sale of the entire season act quickly 💯✨,32.8709,promo,0,2,61
link in bio for twenty percent off everything storewide shop now hate #viral #foryou #shorts #shorts ✨✨❤️,35.8898,promo,4,3,105
step by step fixing a leaking faucet yourself thank me later happy #daily #shorts #foryou #explore 🔥❤️,45.0797,howto,4,2,102
the simple method for wiring the shelf bracket safely try it tonight 🔥👀,64.789,howto,0,2,71
found so much comfort and warmth and home hold your people close #fyp #foryou #foryou 😂😭,46.8265,wholesome,3,2,88
a quick guide to organizing a tiny kitchen efficiently works every time love #foryou #trending #viral #fyp #reels 🙌🔥😭💯,74.4016,howto,5,4,118
use my code biggest sale of the entire season act quickly happy 🔥,48.8923,promo,0,1,65
unpopular opinion but another pointless software update again end of rant happy #explore #shorts #viral 🙌💯❤️,36.5204,rant,3,3,108
dont miss the biggest sale of the entire season selling fast #explore 😭✨❤️👀,37.5731,promo,1,4,75
found so much a dog reunited with its family be gentle today #foryou #explore #fyp #fyp #explore ✨😭😭,69.291,wholesome,5,3,100
the simple method for cleaning grout without scrubbing forever save this for later 😂💯🙌,70.0984,howto,0,3,86
can we stop slow walkers blocking the whole aisle anyway whatever amazing #explore #daily #daily 🙌🙌,42.7457,rant,3,2,99
limited drop twenty percent off everything storewide shop now #fyp 🙌✨💯💯,44.0367,promo,1,4,71
limited drop twenty percent off everything storewide shop now #fyp #foryou ✨👀,41.1041,promo,2,2,77
nobody asked but the constant noise from the neighbors end of rant #explore #viral #viral #trending ❤️🔥,47.0301,rant,4,2,103
the simple method for cleaning grout without scrubbing forever works every time awful #shorts ✨❤️❤️,54.2308,howto,1,3,99
a tiny reminder friends showing up when it mattered hold your people close #fyp #shorts #trending,63.8643,wholesome,3,0,97
from broken to reinventing everything from scratch no going back hate #viral #reels,79.2852,transformation,2,0,83
day 90 of finally healed and thriving you can too amazing #explore #shorts #trending 💯😭,75.1306,transformation,3,2,87
a quick guide to organizing a tiny kitchen efficiently thank me later #reels,56.5624,howto,1,0,76
a quick guide to organizing a tiny kitchen efficiently save this for later #fyp #explore #trending,68.668,howto,3,0,98
unpopular opinion but people who chew loudly in meetings im done happy #trending 👀❤️👀,41.3618,rant,1,3,85
found so much grandma laughing at the table hold your people close #trending #fyp 😭🙌😭👀,91.136,wholesome,2,4,86
step by step folding a fitted sheet properly save this for later #viral,49.0873,howto,1,0,71
found so much kindness shared between strangers be gentle today awful #daily #trending 😂,81.8019,wholesome,2,1,88
soft moment of gentle love on an ordinary day be gentle today best 🙌😭,68.2382,wholesome,0,2,69
step by step wiring the shelf bracket safely try it tonight boring #fyp #viral ✨🙌🙌,62.1641,howto,2,3,82
link in bio for subscribe for the discount today act quickly #foryou #viral #foryou,38.603,promo,3,0,83
soft moment of grandma laughing at the table hold your people close best #daily,80.5924,wholesome,1,0,79
im so tired of the constant noise from the neighbors thats all beautiful 🔥🙌🙌👀,50.7272,rant,0,4,77
dont miss the buy two and get one free act quickly awful #daily #shorts #viral ❤️🔥😂,36.4203,promo,3,3,83
the glow up is rebuilt myself stronger and it changed me #reels #trending #explore #reels 😂🙌💯💯,53.7078,transformation,4,4,94
from broken to the before and after nobody believed and it changed me #explore #fyp #explore #viral,55.0682,transformation,4,0,99
just some pure comfort and warmth and home hold your people close #explore #explore 🙌😭🙌,72.4672,wholesome,2,3,87
unpopular opinion but people who chew loudly in meetings end of rant #fyp 👀🙌✨,45.4398,rant,1,3,77
unpopular opinion but people who chew loudly in meetings im done worst #viral 🔥,35.6402,rant,1,1,79
unpopular opinion but traffic on a road with no reason end of rant best #fyp #daily #trending ✨🔥💯,38.1123,rant,3,3,97
day 90 of reinventing everything from scratch no going back beautiful #viral #explore #trending #fyp #trending 🔥✨,66.3878,transformation,5,2,113
just some pure friends showing up when it mattered hold your people close happy #viral #reels #reels 😂😂💯,52.4123,wholesome,3,3,104
here is exactly how cleaning grout without scrubbing forever save this for later #explore #explore #foryou #reels #viral,57.9144,howto,5,0,120
nobody asked but another pointless software update again thats all #reels #daily #daily #reels 🔥👀,36.4124,rant,4,2,97
can we stop slow walkers blocking the whole aisle thats all #explore 💯,33.6463,rant,1,1,70
here is exactly how organizing a tiny kitchen efficiently thank me later #reels #shorts #explore #shorts 😂😭❤️🙌,64.4738,howto,4,4,110
a tiny reminder comfort and warmth and home stay soft #foryou #explore #fyp #reels ✨👀👀,69.3206,wholesome,4,3,86
here is exactly how folding a fitted sheet properly works every time #explore #foryou #foryou 🔥✨💯,38.5472,howto,3,3,97
link in bio for biggest sale of the entire season shop now #foryou 😂😭🙌✨,31.4987,promo,1,4,71
can we stop endless emails that should be calls thats all beautiful #reels #trending 😂💯❤️,27.931,rant,2,3,89
watch this become finally healed and thriving and it changed me #foryou,69.2993,transformation,1,0,71
im so tired of another pointless software update again end of rant boring #fyp #foryou #explore #foryou ✨😭,27.7443,rant,4,2,106
day 90 of finally healed and thriving and it changed me #foryou #explore 😂,66.2737,transformation,2,1,74
unpopular opinion but people who chew loudly in meetings thats all best #viral #fyp #reels 💯💯💯,21.4199,rant,3,3,94
a tiny reminder gentle love on an ordinary day hold your people close #trending #viral #foryou #fyp #trending ✨🙌,88.4839,wholesome,5,2,112
dont miss the exclusive bundle while supplies last act quickly #explore #foryou #trending #fyp #trending 👀,44.127,promo,5,1,106
a tiny reminder grandma laughing at the table hold your people close beautiful #reels #reels #shorts #fyp #explore ❤️🙌❤️💯,82.7625,wholesome,5,4,121
day 90 of reinventing everything from scratch and it changed me,78.7629,transformation,0,0,63
found so much a dog reunited with its family this is everything 😂😭👀,75.6628,wholesome,0,3,67
can we stop another pointless software update again anyway whatever love #reels #shorts #shorts ✨✨❤️,33.5375,rant,3,3,100
from broken to small habits compounding daily no going back 🔥🔥👀👀,80.6089,transformation,0,4,64
the simple method for fixing a leaking faucet yourself save this for later #daily #explore #shorts #reels #foryou,57.0202,howto,5,0,113
can we stop the constant noise from the neighbors im done #daily 💯,24.7829,rant,1,1,66
step by step setting up the spreadsheet correctly try it tonight awful #daily #explore ❤️💯❤️❤️,50.5649,howto,2,4,94
unpopular opinion but people who chew loudly in meetings end of rant awful ✨💯👀,28.235,rant,0,3,78
a quick guide to folding a fitted sheet properly try it tonight #reels #reels #reels,60.4964,howto,3,0,84
im so tired of slow walkers blocking the whole aisle im done happy #shorts #explore ✨🙌👀,47.6562,rant,2,3,87
step by step organizing a tiny kitchen efficiently thank me later boring #foryou #foryou #explore #fyp #daily ✨,31.5566,howto,5,1,111
can we stop slow walkers blocking the whole aisle im done #fyp #fyp #trending ✨😭👀,31.4983,rant,3,3,81
a quick guide to setting up the spreadsheet correctly thank me later #trending #reels 🔥,45.8482,howto,2,1,87
limited drop twenty percent off everything storewide dont wait hate #daily #fyp ✨❤️,23.8494,promo,2,2,83
limited drop buy two and get one free shop now amazing #trending #reels #reels #viral #viral ✨,43.921,promo,5,1,94
step by step fixing a leaking faucet yourself works every time happy #foryou #foryou,60.1455,howto,2,0,84
found so much grandma laughing at the table this is everything awful #reels #foryou #foryou #fyp #trending 🔥❤️😭,68.4281,wholesome,5,3,111
here is exactly how folding a fitted sheet properly thank me later love #foryou ✨,72.4886,howto,1,1,81
unpopular opinion but traffic on a road with no reason im done,17.9664,rant,0,0,62
dont miss the subscribe for the discount today dont wait happy 🔥❤️😂👀,56.9661,promo,0,4,68
day 90 of reinventing everything from scratch and it changed me hate #explore #trending #reels #explore #reels 😭💯👀💯,72.7015,transformation,5,4,115
a tiny reminder kindness shared between strangers stay soft hate #fyp #foryou #shorts #viral #reels 👀🔥✨💯,48.7268,wholesome,5,4,104
unpopular opinion but slow walkers blocking the whole aisle thats all #foryou #daily #daily ✨👀,31.5855,rant,3,2,94
from broken to rebuilt myself stronger keep going boring #daily ❤️😭🙌😭,72.9893,transformation,1,4,69
dont miss the subscribe for the discount today shop now worst ✨💯💯✨,14.315,promo,0,4,66
use my code biggest sale of the entire season dont wait #reels 💯,32.898,promo,1,1,64
found so much grandma laughing at the table stay soft worst #explore #reels #daily 😂😂,57.1189,wholesome,3,2,85
a quick guide to folding a fitted sheet properly save this for later 🙌,44.4883,howto,0,1,70
